"NODE1"	"NODE2"	"DeltaMZ"	"Cosine"
1005	1011	76.0058	0.776268
100	1021	298.141	0.798934
1029	103	-645.329	0.618329
1025	1034	-85.9808	0.510859
1022	1037	-384.65	0.54553
1037	1038	-225.054	0.789806
1027	1039	178.047	0.560027
1021	1049	-30.0103	0.762205
100	1049	268.13	0.741534
1017	105	-589.302	0.546037
1020	105	-56.0273	0.561898
1017	1052	-205.129	0.543321
1015	1052	200.044	0.649161
1022	1054	16.9369	0.53454
1009	1058	-312.064	0.790644
1014	1063	137.57	0.621274
1034	1063	-130.098	0.68245
1011	1066	-288.044	0.703074
1022	1066	-236.031	0.613489
1005	1066	-212.038	0.79564
1061	1067	-33.5062	0.594966
1022	1068	82.9767	0.57443
1063	1068	298.068	0.618266
1030	1072	-138.052	0.578198
1063	1074	3.98334	0.657733
1014	1074	141.554	0.696614
1011	1075	-451.119	0.50297
1005	1077	-380.068	0.651507
1011	1077	-456.073	0.626842
1075	1077	-4.95386	0.753897
1030	108	83.5494	0.718085
1072	108	221.602	0.565288
1027	1083	162.055	0.744621
1046	1085	-208.058	0.518309
1033	1085	0.983765	0.62301
1006	1086	-136.052	0.638533
1068	1086	-15.9946	0.753974
1086	109	15.9943	0.732903
1063	109	298.067	0.662842
1068	109	-0.000366211	0.871696
1031	1090	-67.0189	0.586404
1063	1091	21.9671	0.738772
1074	1091	17.9838	0.555162
1014	1091	159.538	0.626076
1015	1093	214.066	0.649956
1017	1093	-191.107	0.645524
1052	1093	14.0222	0.952334
1011	1097	-73.0366	0.672856
1086	1097	-88.0054	0.540085
1005	1097	2.96924	0.605007
1075	1097	378.083	0.722777
1077	1097	383.037	0.716957
1020	11	-138.066	0.548661
1017	11	-671.34	0.567864
105	11	-82.0382	0.934436
1093	11	-480.233	0.670315
1085	110	-146.056	0.547736
1033	110	-145.072	0.86684
1034	1100	-15.9946	0.863407
1091	1101	130.043	0.805263
1068	1101	-146.058	0.721153
1063	1101	152.01	0.81676
109	1101	-146.058	0.768059
1014	1101	289.58	0.671908
1037	1104	225.557	0.8691
1038	1104	450.611	0.688682
1054	1104	-176.03	0.625635
1022	1104	-159.093	0.600172
1025	1105	-24.9963	0.7015
1014	1106	137.571	0.534952
1074	1106	-3.98273	0.632771
1063	1106	0.000610352	0.91644
1101	1106	-152.009	0.787737
1034	1106	-130.097	0.600624
1091	1106	-21.9665	0.731597
1075	1107	152.047	0.566907
1077	1107	157.001	0.6503
1097	1107	-226.036	0.592796
1011	1107	-299.073	0.577664
1005	1107	-223.067	0.567425
108	111	-119.561	0.554187
1100	1110	-304.056	0.541242
1005	1110	-381.051	0.560971
1077	1110	-0.983887	0.600948
1107	1110	-157.985	0.838277
1034	1110	-320.051	0.64387
1104	1112	-211.567	0.668133
1038	1112	239.044	0.601581
1012	1112	130.555	0.561485
1037	1112	13.9897	0.705623
1054	1112	-387.597	0.675251
1071	1115	-15.9948	0.921594
1056	1119	1013.94	0.545705
1024	1119	7.99878	0.546389
1007	112	15.9942	0.676513
1104	1124	-45.993	0.593576
1068	1124	-288.062	0.745764
1063	1124	10.0054	0.516489
1086	1124	-272.068	0.538198
1022	1124	-205.086	0.585469
1104	1125	-81.0253	0.660193
1012	1125	261.097	0.652089
1054	1125	-257.055	0.653376
1037	1125	144.532	0.698534
1112	1125	130.542	0.830457
1038	1125	369.586	0.604843
1086	1130	126.031	0.587427
1006	1130	-10.0215	0.603948
109	1130	110.037	0.722718
1068	1130	110.036	0.685489
108	1131	-86.5284	0.54386
1030	1131	-2.979	0.587489
1072	1131	135.073	0.505307
1048	1134	87.0365	0.551664
1025	1134	-19.0078	0.640212
1105	1134	5.98853	0.753794
1134	1135	-515.642	0.60117
1125	1137	225.055	0.885802
1054	1137	-32.0002	0.784096
1104	1137	144.029	0.709668
1112	1137	355.597	0.817109
1012	1137	486.152	0.54748
1038	1137	594.641	0.54667
1022	1137	-15.0633	0.531418
1037	1137	369.586	0.671671
109	114	136.053	0.884844
1068	114	136.053	0.672274
1006	114	15.9949	0.799645
1090	1143	-887.014	0.508517
1022	1147	-204.076	0.60302
109	1147	-287.052	0.563912
1124	1147	1.00983	0.964911
1104	1147	-44.9832	0.607397
1068	1147	-287.053	0.7491
1015	1149	-140.083	0.789085
1009	115	-14.0157	0.988622
1058	115	298.048	0.79573
1086	1152	-15.9953	0.912638
1097	1152	72.0101	0.631624
1006	1152	-152.048	0.634206
1107	1152	298.046	0.650243
1113	1153	-480.271	0.556614
1046	1154	-0.983887	0.726418
1113	1154	-186.178	0.727235
1153	1155	-41.0266	0.910188
112	1157	0.00250244	0.972459
1007	1157	15.9967	0.670628
1149	1159	-108.078	0.683708
1015	1159	-248.16	0.690448
105	116	-42.0076	0.903205
11	116	40.0306	0.775019
1149	116	-86.0536	0.66031
1137	1163	-515.638	0.782986
1112	1163	-160.042	0.829524
1125	1163	-290.584	0.815734
1037	1163	-146.052	0.756543
1104	1163	-371.609	0.692536
1038	1163	79.0023	0.668053
1022	1166	-231.085	0.550452
1063	1166	-15.9941	0.754846
1147	1166	-27.0093	0.512993
1106	1166	-15.9948	0.790828
1124	1166	-25.9995	0.558324
1037	1166	153.564	0.566133
1104	1166	-71.9925	0.579567
1107	1167	-158.021	0.623443
1077	1167	-1.02039	0.887209
1011	1167	-457.094	0.662731
1097	1167	-384.057	0.713498
1110	1167	-0.036499	0.55699
1075	1167	-5.97424	0.886308
1005	1167	-381.088	0.602773
107	1169	29.9213	0.700227
1101	117	-6.97137	0.536128
1014	117	282.609	0.536173
1106	117	145.038	0.581676
1063	117	145.038	0.582323
1091	117	123.071	0.573865
1074	117	141.055	0.6257
1006	1171	151.007	0.705914
1	1172	-304.022	0.657342
1134	1176	-450.618	0.803458
1135	1176	65.0237	0.539743
1066	1178	-244.532	0.700952
1011	1178	-532.576	0.705584
1107	1178	-233.503	0.558722
1005	1178	-456.57	0.823403
1077	1178	-76.5024	0.640775
1110	1178	-75.5186	0.555949
1167	1178	-75.4821	0.571906
1097	1178	-459.539	0.57373
1022	1180	-71.0404	0.690762
1124	1180	134.045	0.706455
1147	1180	133.035	0.734618
1068	1180	-154.017	0.662367
1104	1180	88.0523	0.576001
1100	1181	113.007	0.527067
1127	1181	-158.989	0.797722
1117	1181	-303.021	0.744693
1033	1185	-146.019	0.799401
110	1185	-0.946838	0.712775
104	119	-114.032	0.58276
1128	1192	146.037	0.726299
1137	1199	-177.062	0.660843
1112	1199	178.535	0.625142
1054	1199	-209.062	0.806874
1125	1199	47.9928	0.600047
1169	12	-60.0624	0.542997
107	12	-30.1411	0.66617
1105	120	201.042	0.654436
1025	120	176.046	0.836659
1147	1200	-288.563	0.856315
1022	1200	-492.639	0.535555
1104	1200	-333.546	0.542131
1180	1200	-421.599	0.651433
1124	1200	-287.553	0.863034
1169	1204	-16.9122	0.552132
107	1204	13.009	0.664868
12	1204	43.1501	0.587759
1127	1205	-15.9954	0.949318
1181	1205	142.994	0.765332
1048	1208	-62.0162	0.606199
1134	1208	-149.053	0.813542
1135	1208	366.589	0.794984
1176	1208	301.565	0.646023
1112	1208	203.587	0.550628
1104	1208	-7.98004	0.507195
1163	1208	363.629	0.531935
1125	1208	73.0452	0.558761
1137	1208	-152.009	0.649683
1014	1209	289.58	0.679699
1063	1209	152.01	0.807214
1101	1209	6.10352e-05	0.980763
1091	1209	130.043	0.787307
1106	1209	152.009	0.776261
109	1209	-146.058	0.740427
1068	1209	-146.058	0.662017
1199	121	14.9961	0.507515
1029	1211	-521.239	0.511148
103	1211	124.089	0.733266
114	1212	152.01	0.650173
109	1212	288.064	0.585331
112	1218	12.0007	0.937538
1007	1218	27.9949	0.717332
1157	1218	11.9982	0.920226
108	122	-141.574	0.564339
1030	122	-58.025	0.527572
101	122	11.9993	0.592682
1117	1220	-606.036	0.503601
1100	1220	-190.008	0.682564
1181	1220	-303.016	0.839127
1034	1220	-206.003	0.588342
1134	1226	-526.624	0.821003
1135	1226	-10.9824	0.668428
1176	1226	-76.0061	0.888992
1208	1226	-377.572	0.657902
1102	1229	30.0033	0.636377
1093	123	149.079	0.549426
1017	123	-42.0278	0.907087
11	123	629.312	0.520177
1052	123	163.102	0.502716
105	123	547.274	0.576681
1209	1230	-5.95325	0.523466
1124	1230	136.051	0.717109
1063	1230	146.056	0.709312
109	1230	-152.011	0.703279
1147	1230	135.041	0.705886
1166	1230	162.051	0.819938
1022	1230	-69.0346	0.701099
1106	1230	146.056	0.649184
1180	1230	2.0058	0.746572
1104	1230	90.0581	0.630205
1037	1230	315.615	0.554845
1034	1230	15.9586	0.520094
1200	1230	423.604	0.595483
1101	1230	-5.95319	0.558778
1068	1230	-152.011	0.799826
1101	1231	-146.056	0.70774
1209	1231	-146.056	0.73561
1121	1232	-31.1871	0.567644
1037	1234	-51.0319	0.61546
1208	1234	-268.609	0.518747
1112	1234	-65.0216	0.911427
1104	1234	-276.589	0.60734
1199	1234	-243.556	0.619025
1163	1234	95.02	0.747921
1125	1234	-195.564	0.766991
1137	1234	-420.618	0.764337
1054	1234	-452.618	0.656929
1006	1235	-152.048	0.616284
1107	1235	298.046	0.641772
1097	1235	72.01	0.628935
1152	1235	-0.00012207	0.983569
1086	1235	-15.9954	0.923263
1005	1237	-76.0224	0.906553
1178	1237	380.548	0.853346
1110	1237	305.029	0.543035
1097	1237	-78.9916	0.71827
1075	1237	299.091	0.580771
1011	1237	-152.028	0.842213
1077	1237	304.045	0.737457
1066	1237	136.016	0.772837
1107	1237	147.044	0.583303
1167	1237	305.065	0.670469
1105	1238	-0.000915527	0.919691
120	1238	-201.043	0.673925
1025	1238	-24.9972	0.6906
1134	1238	-5.98944	0.767201
1082	1239	-21.9845	0.878906
1172	124	304.023	0.649389
1	124	0.000427246	0.997127
1113	1242	-12.0365	0.628111
1153	1242	468.234	0.633408
1218	1242	352.225	0.689229
1157	1242	364.224	0.68917
112	1242	364.226	0.713665
1071	1243	-152.012	0.835876
1139	1243	-33.9696	0.616576
120	1243	-116.027	0.78743
1004	1243	-15.9956	0.81897
116	1244	216.094	0.71762
1159	1244	238.118	0.708336
1149	1244	130.04	0.789306
11	1244	256.125	0.592718
105	1244	174.086	0.650108
1015	1244	-10.0421	0.660129
1192	1247	-36.0212	0.544689
1074	1249	-358.62	0.645658
1014	1249	-217.066	0.905113
1063	1249	-354.637	0.55385
1101	125	-78.0261	0.500876
1021	1251	-46.0043	0.572667
1049	1251	-15.9941	0.696725
1017	1252	-685.358	0.586328
1093	1252	-494.25	0.704302
123	1252	-643.33	0.553978
1052	1252	-480.228	0.724096
11	1252	-14.0175	0.54066
1090	1256	-960.934	0.571408
103	1258	40.0302	0.749201
1211	1258	-84.0592	0.85221
1029	1258	-605.299	0.566722
1112	1259	379.591	0.641699
1125	1259	249.049	0.633175
1234	1259	444.612	0.618188
1199	1259	201.056	0.712868
1037	1259	393.581	0.615375
1104	1259	168.024	0.624583
1022	1259	8.93097	0.55315
1054	1259	-8.00592	0.778517
1137	1259	23.9943	0.74593
1240	126	292.092	0.521342
1065	126	102.03	0.693875
110	1262	-206.059	0.674448
1185	1262	-205.113	0.645859
1085	1262	-352.115	0.506004
1033	1262	-351.131	0.768887
116	1263	-56.0282	0.560669
11	1263	-15.9976	0.769095
1093	1263	-496.231	0.664533
1017	1263	-687.338	0.541427
105	1263	-98.0358	0.730426
123	1263	-645.31	0.517006
1263	1265	87.036	0.606109
11	1265	71.0385	0.552286
1020	1265	-67.0271	0.608591
105	1265	-10.9998	0.556182
1258	1266	2.01758	0.581737
1158	1267	14.9917	0.636506
118	1267	-1.00342	0.959114
114	127	-0.000274658	0.988613
1212	127	-152.011	0.641448
1006	127	15.9946	0.803369
109	127	136.053	0.884968
1068	127	136.052	0.671551
1037	1270	315.615	0.561944
1104	1270	90.0578	0.637724
1200	1270	423.604	0.583721
1166	1270	162.05	0.810676
1022	1270	-69.0349	0.691301
1101	1270	-5.95349	0.56422
109	1270	-152.011	0.724232
1063	1270	146.056	0.711934
1230	1270	-0.000305176	0.985212
1124	1270	136.051	0.697954
1209	1270	-5.95355	0.527348
1106	1270	146.056	0.637595
1034	1270	15.9583	0.515404
1180	1270	2.00549	0.7419
1147	1270	135.041	0.690801
1068	1270	-152.012	0.798571
1079	1271	-6.98749	0.57969
126	1272	148.073	0.740617
1266	1273	-58.045	0.60375
1211	1273	-140.087	0.500848
1258	1273	-56.0275	0.510498
1257	1273	140.074	0.74825
1063	1274	63.9963	0.522513
1166	1274	79.9904	0.575235
1104	1274	7.99792	0.646517
1259	1274	-160.026	0.589184
1037	1274	233.555	0.655505
118	1277	23.016	0.702653
1139	1279	1.979	0.565557
1263	128	100.043	0.660374
11	128	84.0455	0.753786
116	128	44.0149	0.650928
105	128	2.00732	0.897768
1265	128	13.0071	0.527971
123	128	-545.267	0.575819
1115	1280	14.9915	0.807035
115	1280	14.9914	0.782387
1149	1281	57.0096	0.716389
116	1281	143.063	0.637354
1093	1281	-297.139	0.571941
1159	1281	165.087	0.756729
1015	1281	-83.0729	0.700743
105	1281	101.056	0.587297
11	1281	183.094	0.57688
1052	1281	-283.117	0.581164
1244	1281	-73.0308	0.768735
1127	1283	-15.9955	0.788143
1205	1283	-0.00012207	0.75287
1181	1283	142.994	0.593971
1000	1285	2.94244	0.795541
1185	1286	14.9623	0.790581
1033	1286	-131.056	0.911317
1085	1286	-132.04	0.693448
110	1286	14.0155	0.810741
1262	1286	220.075	0.733405
1025	129	-96.0232	0.677597
1105	129	-71.0269	0.679663
1238	129	-71.026	0.690064
1134	129	-77.0154	0.742893
1048	129	10.0211	0.849586
1034	129	-10.0424	0.559278
120	129	-272.069	0.574696
110	1292	-2.0047	0.824806
1152	1294	-152.01	0.797848
1086	1294	-168.005	0.691096
1110	1294	304.021	0.623538
1077	1294	303.037	0.606939
1237	1294	-1.00842	0.564766
1235	1294	-152.01	0.831188
1107	1294	146.036	0.62706
1241	1295	42.012	0.755032
1101	1296	-5.95221	0.652123
1180	1296	2.00677	0.690461
1068	1296	-152.01	0.772874
1270	1296	0.00128174	0.782368
1063	1296	146.057	0.727984
1022	1296	-69.0336	0.629234
1166	1296	162.052	0.847249
109	1296	-152.01	0.704837
1124	1296	136.052	0.725093
1147	1296	135.042	0.718653
1106	1296	146.057	0.748134
1200	1296	423.605	0.590585
1034	1296	15.9595	0.536004
1209	1296	-5.95227	0.612745
1230	1296	0.000976562	0.793119
1033	13	0.983887	0.966047
1262	13	352.115	0.781544
1185	13	147.003	0.795388
110	13	146.056	0.843301
1286	13	132.04	0.945963
1085	13	0.00012207	0.667923
10	130	-324.101	0.60733
1007	130	-282.092	0.676181
1244	1301	-132.036	0.786706
116	1301	84.0583	0.901227
1281	1301	-59.0049	0.596769
11	1301	124.089	0.791058
1263	1301	140.087	0.565111
128	1301	40.0435	0.592845
105	1301	42.0508	0.813125
1149	1301	-1.99524	0.605389
110	1304	-0.983215	0.598583
1065	1304	-18.9945	0.554133
126	1304	-121.024	0.882259
1191	1305	-15.0026	0.540847
1031	1305	21.0054	0.564978
1285	1306	-8.91669	0.526002
129	1306	21.9687	0.823649
1000	1306	-5.97424	0.693462
1063	1306	142.024	0.535606
1034	1306	11.9263	0.582369
1048	1306	31.9897	0.754714
117	1306	-3.01404	0.54066
1139	1307	248.106	0.545155
1285	1308	-575.038	0.732287
1169	1309	23.097	0.643529
107	1309	53.0183	0.549722
1101	131	178.048	0.548966
1068	131	31.9899	0.557961
1209	131	178.048	0.535678
109	131	31.9903	0.576054
125	131	256.074	0.871254
1022	1311	-358.1	0.605625
1270	1311	-289.065	0.657811
1147	1311	-154.024	0.827905
1180	1311	-287.06	0.568471
1124	1311	-153.014	0.850618
1200	1311	134.539	0.72977
1296	1311	-289.066	0.748572
1166	1311	-127.015	0.567433
1230	1311	-289.065	0.67107
1270	1315	168.006	0.564391
114	1315	-120.058	0.817845
1209	1315	162.053	0.758782
1296	1315	168.005	0.637731
127	1315	-120.058	0.826769
1230	1315	168.006	0.547142
131	1315	-15.9953	0.664977
1063	1315	314.062	0.673978
1101	1315	162.053	0.79622
1068	1315	15.9946	0.737338
1091	1315	292.095	0.729307
1106	1315	314.062	0.582595
109	1315	15.995	0.849498
1174	1318	-4.06363	0.662732
1279	132	98.0528	0.522267
1307	132	-148.074	0.591949
1139	132	100.032	0.578977
1043	132	159.979	0.549886
1275	132	83.9637	0.508935
1309	1320	43.017	0.504493
1204	1320	83.0262	0.650479
1105	1326	24.0082	0.684748
120	1326	-177.034	0.8164
129	1326	95.0351	0.643223
1238	1326	24.0091	0.671505
1134	1326	18.0197	0.622713
1025	1326	-0.988098	0.97991
1147	1327	-131.053	0.717727
1199	1327	-143.003	0.57735
1200	1327	157.511	0.67217
1054	1327	-352.065	0.55455
1311	1327	22.9714	0.622501
1124	1327	-130.043	0.800492
1086	1327	-402.111	0.542811
1244	133	-204.092	0.633102
1263	133	68.0305	0.607516
105	133	-30.0052	0.898713
116	133	12.0023	0.604929
1281	133	-131.061	0.572638
128	133	-32.0126	0.658538
123	133	-577.279	0.51569
1301	133	-72.056	0.583384
11	133	52.033	0.663444
1128	1331	146.036	0.757021
1192	1331	-0.000793457	0.72966
121	1334	-7.00024	0.686256
1199	1334	7.99585	0.832922
1259	1334	-193.06	0.559948
1054	1334	-201.066	0.64986
1098	1334	209.56	0.651802
1072	1337	15.9961	0.663077
1072	1339	15.0033	0.752873
1337	1339	-0.992798	0.687676
116	134	98.0571	0.675091
1159	134	120.081	0.725243
1244	134	-118.037	0.77707
1263	134	154.085	0.624405
1015	134	-128.079	0.684605
1017	134	-533.252	0.573987
1281	134	-45.0061	0.717439
128	134	54.0422	0.631235
105	134	56.0496	0.70851
1149	134	12.0035	0.742628
1301	134	13.9988	0.661351
1093	134	-342.145	0.616939
1052	134	-328.123	0.595875
11	134	138.088	0.700261
133	134	86.0548	0.655603
123	134	-491.225	0.589759
1025	1342	238.01	0.54736
1326	1342	238.998	0.508696
120	1342	61.9641	0.698563
1262	1345	671.389	0.585852
13	1346	-162.053	0.869816
1085	1346	-162.053	0.598302
1208	1347	171.02	0.599212
1112	1347	374.607	0.519433
1137	1347	19.0101	0.566693
1134	1347	21.9669	0.701049
1054	1347	-12.9901	0.59867
1234	1347	439.628	0.511943
1306	1347	77.0137	0.590442
1230	1349	-6.97095	0.643254
1104	1349	83.0872	0.554478
1147	1349	128.07	0.526934
1270	1349	-6.97064	0.634721
1166	1349	155.08	0.518566
1037	1349	308.644	0.502885
1066	1349	160.025	0.636609
1022	1349	-76.0056	0.905524
1200	1349	416.633	0.527584
1180	1349	-4.96515	0.625796
1296	1349	-6.97192	0.551137
1311	1349	282.094	0.573402
1124	1349	129.08	0.519015
1020	135	118.026	0.674111
1265	135	185.053	0.591532
1062	135	-132.078	0.629762
1122	135	-577.354	0.553706
1248	1350	28.0087	0.853575
127	1351	-176.03	0.506033
120	1351	-134.035	0.838834
1025	1351	42.011	0.75089
1342	1351	-195.999	0.615154
1270	1351	112.034	0.530662
1326	1351	42.9991	0.684692
129	1351	138.034	0.575778
1230	1351	112.033	0.543363
1351	1353	78.9827	0.651977
1342	1353	-117.016	0.582502
120	1353	-55.0523	0.562523
1289	1354	43.0214	0.981978
1351	1355	77.936	0.522673
1337	1356	133.578	0.587107
1317	1358	210.053	0.564108
1052	1361	15.9922	0.559894
1032	1362	-130.043	0.937589
123	1364	-399.216	0.572883
1252	1364	244.114	0.606753
1301	1364	106.008	0.563653
1244	1364	-26.0278	0.701301
1159	1364	212.09	0.71796
11	1364	230.097	0.57129
1149	1364	104.013	0.696997
1015	1364	-36.0699	0.856376
128	1364	146.051	0.584653
105	1364	148.059	0.631189
133	1364	178.064	0.599946
116	1364	190.066	0.604602
1052	1364	-236.114	0.677485
134	1364	92.009	0.732339
1093	1364	-250.136	0.677232
1281	1364	47.0029	0.766851
1110	1365	303.017	0.607558
1097	1365	-81.0041	0.686391
1075	1365	297.079	0.678313
1005	1365	-78.0349	0.558941
1077	1365	302.033	0.699521
1167	1365	303.053	0.72654
1237	1365	-2.01245	0.676708
1235	1365	-153.014	0.715135
1294	1365	-1.00403	0.584228
1086	1365	-169.01	0.677901
1011	1365	-154.041	0.522156
1152	1365	-153.014	0.707769
1107	1365	145.032	0.729977
108	1368	-124.535	0.511016
1064	1368	-29.5072	0.574145
1099	137	-57.0212	0.740531
1259	1370	-152.018	0.736967
1347	1370	-147.034	0.571245
1199	1370	49.0383	0.68403
1163	1370	387.615	0.7406
1125	1370	97.0311	0.767382
1104	1370	16.0058	0.620322
1208	1370	23.9858	0.579319
1037	1370	241.563	0.599896
1022	1370	-143.087	0.54248
1137	1370	-128.024	0.861012
1234	1370	292.595	0.885911
1112	1370	227.573	0.883641
1054	1370	-160.024	0.765135
1037	1371	-146.053	0.751315
1208	1371	-363.63	0.503012
1137	1371	-515.639	0.742287
1163	1371	-0.000976562	0.899102
1104	1371	-371.61	0.671006
1125	1371	-290.585	0.780406
1370	1371	-387.616	0.745076
1234	1371	-95.021	0.794672
1038	1371	79.0013	0.678208
1112	1371	-160.043	0.881895
129	1372	262.048	0.501771
1283	1372	11.9999	0.587347
1351	1372	124.014	0.668722
1025	1372	166.025	0.767571
1205	1372	11.9998	0.757753
120	1372	-10.0209	0.853305
1326	1372	167.013	0.770073
1176	1373	-152.011	0.876867
1134	1373	-602.629	0.775056
1135	1373	-86.9872	0.683508
1226	1373	-76.0048	0.941288
1208	1373	-453.576	0.609862
117	1375	-293.565	0.744367
1180	1376	-144.03	0.605759
1349	1376	-139.065	0.574943
1104	1376	-55.9775	0.594114
1124	1376	-9.9845	0.575857
1200	1376	277.569	0.522152
1147	1376	-10.9943	0.594764
1166	1376	16.015	0.778847
1230	1376	-146.036	0.845237
1296	1376	-146.037	0.762818
1022	1376	-215.07	0.625015
1063	1376	0.020874	0.619314
1068	1376	-298.047	0.623216
1106	1376	0.0202637	0.58253
1311	1376	143.03	0.617871
1270	1376	-146.035	0.834853
1320	1377	111.022	0.542422
1204	1377	194.048	0.656183
107	1377	207.057	0.547699
1169	1377	177.136	0.61194
1345	1379	-342.167	0.550148
110	1379	123.162	0.555027
1033	1379	-21.9097	0.57417
1262	1379	329.222	0.586986
114	138	-120.058	0.769659
1315	138	0.000183105	0.799101
109	138	15.9952	0.877687
131	138	-15.9951	0.786026
1209	138	162.053	0.680013
1068	138	15.9948	0.816183
1101	138	162.053	0.705467
127	138	-120.058	0.770455
1296	138	168.005	0.591307
125	138	240.079	0.587094
1337	1380	-44.0098	0.764835
1072	1380	-28.0137	0.66356
1356	1380	-177.588	0.603285
1339	1380	-43.017	0.719634
1357	1380	-119.568	0.566531
1172	1381	5.95343	0.873711
124	1381	-298.069	0.714753
132	1381	-152.011	0.505742
1	1381	-298.069	0.722113
1274	1383	0	1
1063	1383	63.9963	0.522513
1037	1383	233.555	0.655505
1259	1383	-160.026	0.589184
1166	1383	79.9904	0.575235
1104	1383	7.99792	0.646517
1138	1384	-1.00342	0.799798
107	1385	13.0112	0.622796
1320	1385	-83.024	0.621097
1377	1385	-194.046	0.654397
1169	1385	-16.91	0.568555
12	1385	43.1523	0.52073
1204	1385	0.00219727	0.856716
1145	1386	116.038	0.638355
1311	1387	146.045	0.768443
1327	1387	123.073	0.614225
1296	1387	-143.022	0.661132
1022	1387	-212.055	0.81317
1106	1387	3.03528	0.516428
1270	1387	-143.02	0.67327
1066	1387	23.9755	0.589843
1349	1387	-136.05	0.81839
1200	1387	280.584	0.754782
1147	1387	-7.97931	0.759386
1259	1387	-220.986	0.525786
1166	1387	19.03	0.544909
1376	1387	3.01501	0.645054
1134	1387	-194.035	0.504774
1037	1387	172.594	0.547639
1180	1387	-141.015	0.704554
1104	1387	-52.9625	0.634684
1124	1387	-6.96948	0.717322
1230	1387	-143.021	0.691388
1373	1388	388.555	0.743847
1208	1388	-65.0211	0.593354
129	1388	-137.058	0.729842
1134	1388	-214.074	0.804802
1226	1388	312.55	0.789111
1387	1388	-20.0386	0.504805
1176	1388	236.544	0.867911
1022	139	-80.0847	0.524515
1038	139	529.619	0.53576
1163	139	450.617	0.772412
1054	139	-97.0215	0.722481
1199	139	112.041	0.64496
1234	139	355.597	0.814185
1371	139	450.618	0.79414
1347	139	-84.0315	0.608569
1208	139	86.9881	0.549102
1259	139	-89.0156	0.750033
1037	139	304.565	0.693978
1104	139	79.0081	0.659619
1125	139	160.033	0.820587
1137	139	-65.0214	0.904569
1112	139	290.575	0.865046
1370	139	63.0023	0.877302
1332	1396	30.0101	0.656415
1066	1397	119.047	0.530342
1034	1397	-31.9904	0.566247
1100	1397	-15.9958	0.614033
1243	1398	153.971	0.654702
1355	1398	94.0431	0.666813
120	1398	37.9441	0.545747
1039	14	162.057	0.528271
1067	14	-462.278	0.582621
1108	14	-162.053	0.529224
1385	1400	-17.0054	0.610356
1119	1400	-1044.96	0.595216
1204	1400	-17.0032	0.607892
1256	1400	11.9962	0.545011
1266	1402	26.0151	0.671812
1248	1404	2.98071	0.754399
1350	1404	-25.028	0.876925
1	1405	-304.022	0.636481
1172	1405	0.000244141	0.983451
124	1405	-304.022	0.62844
1381	1405	-5.95319	0.890481
1230	1406	-15.996	0.766577
1097	1406	-64.0073	0.529282
1147	1406	119.045	0.675573
1387	1406	127.025	0.602072
1068	1406	-168.007	0.662084
1167	1406	320.05	0.656126
1034	1406	-0.0374146	0.539416
1063	1406	130.06	0.628256
1349	1406	-9.02502	0.551176
1124	1406	120.055	0.650401
1166	1406	146.055	0.709171
1106	1406	130.06	0.661973
1296	1406	-15.9969	0.827725
1200	1406	407.608	0.642871
1311	1406	273.069	0.669691
109	1406	-168.007	0.574164
1365	1406	16.9968	0.779161
1315	1406	-184.002	0.519894
1022	1406	-85.0306	0.559932
1086	1406	-152.013	0.553503
1376	1406	130.04	0.733913
1107	1406	162.029	0.540982
1294	1406	15.9928	0.583432
1101	1406	-21.9492	0.502279
1270	1406	-15.9957	0.74513
1385	1408	148.039	0.818017
107	1408	161.05	0.641494
1169	1408	131.129	0.601253
1204	1408	148.041	0.815418
1320	1408	65.0151	0.554671
1377	1408	-46.0071	0.852363
1000	141	276.079	0.718747
1212	141	-162.054	0.508686
1285	141	273.136	0.835865
1306	141	282.053	0.552162
126	1410	-125.055	0.830601
1304	1410	-4.0304	0.906962
1154	1410	-358.144	0.600263
110	1410	-5.01361	0.508424
1145	1412	694.293	0.516535
1400	1413	30.0143	0.5541
1087	1413	-29.9941	0.610073
1204	1413	13.0111	0.573041
1385	1413	13.0089	0.5967
1256	1413	42.0105	0.532141
1314	142	0.984619	0.894597
1108	142	146.057	0.917748
1393	142	352.099	0.793868
10	142	18.996	0.793633
1226	1421	607.65	0.659767
1176	1421	531.644	0.700441
1349	1421	139.011	0.610707
1105	1421	87.0145	0.597627
1208	1421	230.079	0.537139
1180	1421	134.046	0.525484
1134	1421	81.0259	0.818527
1373	1421	683.655	0.616376
1238	1421	87.0154	0.600982
1022	1421	63.0059	0.652402
1025	1421	62.0182	0.611097
1387	1421	275.061	0.545197
129	1421	158.041	0.667532
1388	1421	295.1	0.775824
1347	1421	59.059	0.605185
1388	1422	295.099	0.791406
1176	1422	531.644	0.708394
1134	1422	81.0255	0.839925
1387	1422	275.061	0.57033
1349	1422	139.011	0.632786
1347	1422	59.0585	0.609445
1105	1422	87.014	0.623704
1226	1422	607.65	0.666665
1180	1422	134.046	0.539268
129	1422	158.041	0.683685
1421	1422	-0.000488281	0.975875
1208	1422	230.078	0.568157
1238	1422	87.0149	0.62891
1137	1422	78.0687	0.517792
1025	1422	62.0177	0.645405
1326	1422	63.0058	0.628223
1373	1422	683.654	0.621395
1022	1422	63.0054	0.681525
122	1424	9.505	0.548078
1072	1424	89.5325	0.550978
108	1424	-132.069	0.69416
1339	1424	74.5292	0.520074
