"NODE1"	"NODE2"	"DeltaMZ"	"Cosine"
202	2075	"-68.5443"	"0.509214"
1813	2075	"7.00439"	"0.620636"
1424	2075	"-23.5055"	"0.728009"
1400	2077	"177.057"	"0.536395"
2078	2078	"0.0"	"1.0"
1955	2079	"-42.0017"	"0.674179"
105	208	"41.0271"	"0.942346"
1585	208	"-0.98999"	"0.882221"
1983	208	"-132.044"	"0.783517"
128	208	"39.0198"	"0.525289"
1713	208	"-217.087"	"0.592998"
1265	208	"52.0269"	"0.637703"
116	208	"83.0347"	"0.581879"
1020	208	"-15.0002"	"0.720668"
11	208	"123.065"	"0.5985"
160	208	"-43.0336"	"0.631682"
1984	208	"-315.122"	"0.545318"
135	208	"-133.026"	"0.530623"
1301	208	"-1.02368"	"0.527224"
1678	208	"-16.9785"	"0.723891"
2080	2080	"0.0"	"1.0"
1180	2081	"-350.59"	"0.638224"
1846	2081	"-144.032"	"0.920023"
1200	2081	"71.0085"	"0.890725"
1587	2081	"-184.593"	"0.598222"
1732	2081	"12.0378"	"0.596422"
1296	2081	"-352.597"	"0.617458"
1493	2081	"-190.566"	"0.524035"
2058	2081	"-70.5073"	"0.715932"
1477	2081	"-497.636"	"0.588052"
1976	2081	"-200.587"	"0.519794"
1833	2081	"-353.604"	"0.703899"
2014	2081	"-497.636"	"0.630705"
2050	2081	"-216.544"	"0.789949"
1270	2081	"-352.596"	"0.602855"
1387	2081	"-209.575"	"0.719847"
178	2081	"-361.584"	"0.846993"
1022	2081	"-421.63"	"0.562235"
1124	2081	"-216.545"	"0.821661"
1906	2081	"-497.636"	"0.627932"
1230	2081	"-352.596"	"0.614279"
196	2081	"-352.595"	"0.568188"
1632	2081	"-277.6"	"0.606615"
1874	2081	"-432.597"	"0.780414"
1988	2081	"-201.596"	"0.558158"
1767	2081	"-70.5087"	"0.805004"
1793	2081	"-421.631"	"0.556364"
1327	2081	"-86.502"	"0.630916"
1695	2081	"-216.547"	"0.735037"
1376	2081	"-206.56"	"0.589906"
1147	2081	"-217.555"	"0.832644"
1964	2081	"-73.0207"	"0.90941"
1904	2081	"-422.574"	"0.53725"
1845	2081	"-353.604"	"0.647958"
1736	2081	"-70.5076"	"0.845841"
1104	2081	"-262.538"	"0.559844"
1311	2081	"-63.5306"	"0.715842"
1406	2081	"-336.6"	"0.606122"
1806	2081	"-64.5333"	"0.655118"
1661	2081	"2.98474"	"0.708864"
2082	2082	"0.0"	"1.0"
1128	2083	"-60.0215"	"0.784455"
1769	2085	"-78.521"	"0.645796"
1882	2086	"0"	"0.949104"
1097	2086	"72.0099"	"0.613419"
1006	2086	"-152.048"	"0.626983"
1107	2086	"298.046"	"0.606163"
1924	2086	"-1.02783"	"0.608247"
1567	2086	"-152.048"	"0.643472"
2042	2086	"-15.9945"	"0.804545"
1365	2086	"153.014"	"0.697415"
1458	2086	"304.055"	"0.686133"
1693	2086	"-1.00726"	"0.949995"
1152	2086	"-0.000183105"	"0.940008"
1971	2086	"-15.9951"	"0.839772"
1666	2086	"152.01"	"0.669131"
1556	2086	"154.017"	"0.685946"
1475	2086	"-2.01538"	"0.549521"
1428	2086	"304.056"	"0.686478"
1473	2086	"304.018"	"0.575454"
1235	2086	"-6.10352e-05"	"0.945183"
1294	2086	"152.01"	"0.795711"
1086	2086	"-15.9955"	"0.883986"
2087	2087	"0.0"	"1.0"
1630	2088	"-222.107"	"0.60025"
1093	2088	"-236.092"	"0.515626"
1266	2088	"18.024"	"0.52053"
1427	2088	"-148.072"	"0.577353"
1508	2088	"-294.09"	"0.586145"
1792	2088	"-196.099"	"0.555296"
1509	2088	"-248.086"	"0.569249"
1015	209	"-52.0862"	"0.681801"
1436	209	"-140.081"	"0.783792"
1489	209	"128.049"	"0.701369"
1523	209	"-224.137"	"0.65978"
116	209	"174.05"	"0.652867"
1093	209	"-266.152"	"0.597427"
1301	209	"89.9916"	"0.580724"
135	209	"-42.0107"	"0.854452"
128	209	"130.035"	"0.657733"
123	209	"-415.232"	"0.580687"
1149	209	"87.9963"	"0.716499"
1851	209	"208.035"	"0.645314"
16	209	"209.037"	"0.612126"
105	209	"132.042"	"0.773051"
1669	209	"181.084"	"0.618903"
1456	209	"196.077"	"0.727555"
182	209	"-665.844"	"0.569705"
1959	209	"211.081"	"0.591143"
164	209	"116.05"	"0.539533"
1983	209	"-41.0283"	"0.836114"
134	209	"75.9928"	"0.888595"
1052	209	"-252.13"	"0.582089"
143	209	"-132.076"	"0.631213"
1159	209	"196.074"	"0.755087"
1364	209	"-16.0162"	"0.80011"
1263	209	"230.078"	"0.597758"
1017	209	"-457.26"	"0.546033"
160	209	"47.9817"	"0.57373"
1731	209	"29.9766"	"0.631095"
1244	209	"-42.0441"	"0.786944"
1281	209	"30.9867"	"0.759222"
11	209	"214.081"	"0.632167"
133	209	"162.048"	"0.702335"
1693	2092	"-305.063"	"0.730885"
1807	2092	"146.036"	"0.831914"
1518	2092	"144.023"	"0.591707"
1458	2092	"-0.000427246"	"0.966047"
1666	2092	"-152.046"	"0.731536"
1443	2092	"-77.0486"	"0.518075"
1167	2092	"152.011"	"0.811783"
1951	2092	"-77.0322"	"0.66241"
1097	2092	"-232.046"	"0.712077"
1077	2092	"150.991"	"0.727024"
2012	2092	"-1.02747"	"0.605644"
1556	2092	"-150.039"	"0.703097"
2086	2092	"-304.056"	"0.695258"
1971	2092	"-320.051"	"0.559199"
1235	2092	"-304.056"	"0.743641"
1428	2092	"-0.000305176"	"0.963833"
1840	2092	"74.9797"	"0.672366"
1075	2092	"146.037"	"0.818463"
1365	2092	"-151.042"	"0.705347"
1882	2092	"-304.056"	"0.742308"
1152	2092	"-304.056"	"0.749169"
1782	2092	"74.9952"	"0.737503"
1844	2092	"130.042"	"0.698952"
1924	2092	"-305.084"	"0.594048"
1107	2092	"-6.00983"	"0.575475"
1237	2092	"-153.054"	"0.585648"
1011	2092	"-305.082"	"0.542746"
1086	2092	"-320.051"	"0.659699"
2093	2093	"0.0"	"1.0"
1522	2094	"12.0145"	"0.902549"
1691	2094	"816.722"	"0.783623"
1280	2094	"-117.024"	"0.930102"
188	2094	"-118.028"	"0.864991"
1890	2094	"19.9672"	"0.779123"
1758	2094	"-101.902"	"0.941217"
1115	2095	"-132.043"	"0.745873"
1758	2095	"-131.912"	"0.940635"
1649	2095	"13.994"	"0.642332"
188	2095	"-148.037"	"0.864303"
2094	2095	"-30.0098"	"0.97438"
1280	2095	"-147.034"	"0.932129"
1890	2095	"-10.0425"	"0.77231"
1691	2095	"786.712"	"0.786155"
1522	2095	"-17.9952"	"0.898029"
1964	2096	"424.615"	"0.66359"
178	2096	"136.052"	"0.734029"
1200	2096	"568.644"	"0.615321"
168	2096	"-6.97125"	"0.614246"
1137	2096	"91.0687"	"0.512478"
1477	2096	"0.000183105"	"0.836318"
1270	2096	"145.04"	"0.653933"
1406	2096	"161.036"	"0.616079"
1147	2096	"280.081"	"0.733462"
1905	2096	"300.118"	"0.529128"
1845	2096	"144.032"	"0.835334"
1906	2096	"-6.10352e-05"	"0.861794"
2052	2096	"233.039"	"0.603151"
2081	2096	"497.636"	"0.621854"
1988	2096	"296.04"	"0.775294"
196	2096	"145.041"	"0.642526"
1736	2096	"427.128"	"0.592743"
1180	2096	"147.046"	"0.710214"
1990	2096	"238.056"	"0.573332"
1853	2096	"152.01"	"0.795556"
2014	2096	"0.000244141"	"0.899961"
1472	2096	"162.052"	"0.666513"
1976	2096	"297.049"	"0.591787"
1695	2096	"281.089"	"0.663828"
1104	2096	"235.098"	"0.637214"
1365	2096	"178.033"	"0.508756"
1904	2096	"75.0618"	"0.618319"
1422	2096	"13"	"0.679013"
2050	2096	"281.092"	"0.63595"
1450	2096	"162.052"	"0.553413"
1806	2096	"433.103"	"0.637341"
1767	2096	"427.127"	"0.598842"
1311	2096	"434.105"	"0.660968"
1846	2096	"353.603"	"0.664681"
1327	2096	"411.134"	"0.516886"
1230	2096	"145.04"	"0.66321"
1054	2096	"59.0685"	"0.520984"
1595	2096	"295.108"	"0.567987"
1793	2096	"76.0049"	"0.865021"
1106	2096	"291.096"	"0.545119"
1632	2096	"220.036"	"0.841362"
2058	2096	"427.129"	"0.611077"
1166	2096	"307.091"	"0.542119"
1349	2096	"152.011"	"0.780533"
1068	2096	"-6.97137"	"0.606887"
1124	2096	"281.091"	"0.671536"
1724	2096	"97.0116"	"0.53546"
1833	2096	"144.032"	"0.885283"
1387	2096	"288.061"	"0.847482"
1296	2096	"145.039"	"0.687515"
2061	2096	"78.0494"	"0.67256"
2033	2096	"155.081"	"0.541209"
1022	2096	"76.0054"	"0.875195"
2047	2096	"86.0461"	"0.588724"
1874	2096	"65.0392"	"0.686833"
1376	2096	"291.076"	"0.575747"
1587	2096	"313.043"	"0.559758"
1732	2096	"509.674"	"0.534872"
1726	2096	"300.118"	"0.5294"
1421	2096	"12.9995"	"0.649959"
1756	2096	"227.101"	"0.592847"
2097	2097	"0.0"	"1.0"
1020	11	"-138.066"	"0.548661"
1093	11	"-480.233"	"0.670315"
1017	11	"-671.34"	"0.567864"
105	11	"-82.0382"	"0.934436"
1237	2098	"-152.512"	"0.858257"
1107	2098	"-5.46747"	"0.529327"
1551	2098	"-229.542"	"0.879343"
1560	2098	"-0.50116"	"0.620907"
1666	2098	"-151.503"	"0.652636"
1110	2098	"152.517"	"0.533392"
1011	2098	"-304.54"	"0.734257"
2012	2098	"-0.485107"	"0.617561"
1167	2098	"152.554"	"0.523493"
1782	2098	"75.5375"	"0.650013"
1066	2098	"-16.4962"	"0.711645"
1724	2098	"-231.521"	"0.72463"
1443	2098	"-76.5063"	"0.878731"
1951	2098	"-76.4898"	"0.679395"
1840	2098	"75.5221"	"0.804096"
1005	2098	"-228.534"	"0.86591"
1178	2098	"228.036"	"0.871854"
1473	2098	"0.504272"	"0.563892"
1924	2098	"-304.541"	"0.742498"
1077	2098	"151.533"	"0.599119"
1593	2098	"-76.5062"	"0.787678"
1998	2098	"-76.5093"	"0.82246"
1578	2098	"-76.5043"	"0.788053"
2099	2099	"0.0"	"1.0"
1072	21	"130.055"	"0.579219"
1131	21	"-5.01868"	"0.554123"
145	21	"42.0284"	"0.587415"
101	21	"62.0266"	"0.556299"
1036	21	"41.0211"	"0.516547"
1913	21	"206.104"	"0.532798"
165	21	"13.0049"	"0.623643"
1685	21	"354.191"	"0.503352"
1030	21	"-7.99768"	"0.709125"
199	21	"9.48242"	"0.555001"
144	21	"42.0029"	"0.676329"
1424	21	"40.5223"	"0.627896"
151	21	"9.98621"	"0.604149"
1900	21	"3.48486"	"0.609844"
1189	21	"-62.0167"	"0.510715"
1599	21	"33.9867"	"0.506627"
205	21	"125.081"	"0.647697"
183	21	"133.078"	"0.537531"
108	21	"-91.5471"	"0.759687"
122	21	"50.0273"	"0.738374"
1813	21	"71.0322"	"0.538171"
1149	210	"-120.041"	"0.637663"
11	210	"6.04333"	"0.890749"
209	210	"-208.037"	"0.683685"
116	210	"-33.9873"	"0.816278"
1851	210	"-0.00219727"	"0.574626"
1364	210	"-224.053"	"0.593494"
16	210	"0.999634"	"0.761282"
1301	210	"-118.046"	"0.815263"
128	210	"-78.0022"	"0.734168"
1699	210	"-97.9719"	"0.599379"
1281	210	"-177.051"	"0.625394"
160	210	"-160.056"	"0.823277"
1797	210	"-49.0066"	"0.52597"
1244	210	"-250.081"	"0.594486"
105	210	"-75.9949"	"0.896497"
1523	210	"-432.174"	"0.606788"
1263	210	"22.0409"	"0.682581"
123	210	"-623.269"	"0.546259"
1489	210	"-79.9882"	"0.562054"
1959	210	"3.04346"	"0.753939"
1436	210	"-348.118"	"0.623342"
134	210	"-132.044"	"0.860978"
208	210	"-117.022"	"0.500493"
133	210	"-45.9896"	"0.645589"
1017	210	"-665.297"	"0.552144"
1024	2102	"-13.5101"	"0.504192"
1400	2104	"-26.9908"	"0.66811"
2	2104	"-31.9901"	"0.539862"
1385	2104	"-43.9962"	"0.609169"
1453	2104	"-0.978882"	"0.513526"
2077	2104	"-204.048"	"0.513998"
186	2104	"-1.98389"	"0.694086"
1204	2104	"-43.994"	"0.662713"
1453	2105	"-30.0106"	"0.80949"
107	2105	"-60.0167"	"0.819825"
1385	2105	"-73.028"	"0.695328"
2104	2105	"-29.0317"	"0.592237"
1169	2105	"-89.938"	"0.594322"
1204	2105	"-73.0258"	"0.712826"
1912	2105	"-207.076"	"0.544749"
1408	2105	"-221.067"	"0.645601"
186	2105	"-31.0156"	"0.726866"
12	2105	"-29.8756"	"0.657103"
2	2105	"-61.0219"	"0.766601"
198	2105	"-133.041"	"0.517504"
1181	2107	"128.977"	"0.810658"
1978	2107	"121.999"	"0.689994"
155	2107	"127.974"	"0.851706"
1127	2107	"-30.0118"	"0.973087"
1205	2107	"-14.0164"	"0.934154"
1526	2107	"-0.000732422"	"0.978122"
1459	2107	"-10.0225"	"0.772146"
1769	2107	"-46.0774"	"0.717377"
1707	2107	"152.009"	"0.912475"
1739	2107	"140.009"	"0.699157"
1326	2107	"140.997"	"0.598055"
1935	2107	"137.995"	"0.863117"
1283	2107	"-14.0163"	"0.73008"
1025	2107	"140.009"	"0.716495"
1749	2107	"279.985"	"0.695995"
1228	2108	"152.025"	"0.560411"
1085	110	"-146.056"	"0.547736"
1033	110	"-145.072"	"0.86684"
1374	2109	"120.057"	"0.778713"
1390	211	"-162.054"	"0.956405"
1896	211	"117.08"	"0.658031"
2110	2110	"0.0"	"1.0"
2111	2111	"0.0"	"1.0"
2088	2116	"132.038"	"0.681607"
1630	2116	"-90.0696"	"0.614029"
1508	2116	"-162.053"	"0.802128"
1984	2116	"-62.0087"	"0.554819"
1509	2116	"-116.048"	"0.682203"
2118	2118	"0.0"	"1.0"
146	2119	"-146.05"	"0.771659"
1065	2119	"-14.0107"	"0.571575"
1717	2119	"13.9853"	"0.817617"
191	212	"51.5216"	"0.628947"
1380	212	"229.11"	"0.697873"
1072	212	"201.096"	"0.699409"
1337	212	"185.1"	"0.626919"
202	212	"66.5249"	"0.517119"
1900	212	"74.5262"	"0.509095"
1813	212	"142.074"	"0.51726"
1637	212	"102.032"	"0.705327"
185	212	"73.0289"	"0.8152"
151	212	"81.0276"	"0.807748"
199	212	"80.5238"	"0.777747"
1339	212	"186.093"	"0.709817"
1356	212	"51.5216"	"0.607692"
120	2120	"-50.0518"	"0.556051"
1351	2120	"83.9832"	"0.583598"
1181	2120	"114.963"	"0.674959"
1283	2120	"-28.0309"	"0.561156"
1934	2120	"-286.093"	"0.578443"
1935	2120	"123.98"	"0.651663"
2107	2120	"-14.0146"	"0.664559"
1127	2120	"-44.0265"	"0.660588"
1707	2120	"137.995"	"0.72995"
1720	2120	"140.011"	"0.686859"
1459	2120	"-24.0371"	"0.943394"
1205	2120	"-28.0311"	"0.593531"
1526	2120	"-14.0154"	"0.678248"
155	2120	"113.959"	"0.783101"
1978	2120	"107.985"	"0.745465"
1769	2120	"-60.092"	"0.692729"
133	2121	"216.098"	"0.691656"
160	2121	"102.032"	"0.641841"
1436	2121	"-86.0302"	"0.67055"
123	2121	"-361.181"	"0.545089"
1093	2121	"-212.102"	"0.622851"
209	2121	"54.0505"	"0.77696"
1364	2121	"38.0343"	"0.641674"
116	2121	"228.1"	"0.608851"
1281	2121	"85.0372"	"0.684516"
1159	2121	"250.125"	"0.705373"
1457	2121	"-204.066"	"0.502956"
1273	2121	"100.06"	"0.557926"
1851	2121	"262.086"	"0.599498"
182	2121	"-611.793"	"0.605805"
1244	2121	"12.0065"	"0.740745"
2017	2121	"-596.786"	"0.532959"
1792	2121	"-172.109"	"0.526617"
1149	2121	"142.047"	"0.651083"
1052	2121	"-198.08"	"0.627574"
1456	2121	"250.128"	"0.631686"
1958	2121	"224.109"	"0.54899"
1731	2121	"84.0271"	"0.67943"
11	2121	"268.131"	"0.660424"
134	2121	"130.043"	"0.834819"
1698	2121	"-42.0055"	"0.624874"
1489	2121	"182.1"	"0.812981"
105	2121	"186.093"	"0.68002"
128	2121	"184.086"	"0.565986"
1713	2121	"-72.021"	"0.516049"
1252	2121	"282.149"	"0.62444"
1699	2121	"164.116"	"0.583504"
143	2121	"-78.0256"	"0.604217"
1523	2121	"-170.087"	"0.663632"
1263	2121	"284.129"	"0.590002"
210	2121	"262.088"	"0.655068"
1959	2121	"265.131"	"0.557724"
1017	2121	"-403.209"	"0.560473"
1301	2121	"144.042"	"0.581545"
1034	1100	"-15.9946"	"0.863407"
1908	2122	"130.044"	"0.761897"
1697	2122	"0.000610352"	"0.829213"
1210	2122	"130.046"	"0.820688"
1550	2123	"-260.093"	"0.512412"
150	2123	"-13.9789"	"0.733282"
1279	2123	"-162.032"	"0.560265"
1975	2123	"-162.068"	"0.682485"
1543	2123	"-129.984"	"0.87574"
1139	2123	"-160.053"	"0.980341"
1923	2123	"-424.153"	"0.5791"
1307	2123	"-408.158"	"0.540246"
132	2123	"-260.084"	"0.582836"
1529	2123	"-111.995"	"0.898021"
1243	2123	"-126.083"	"0.601538"
18	2123	"-276.079"	"0.907992"
1517	2123	"-192.021"	"0.939601"
1602	2125	"176.067"	"0.807004"
1717	2125	"160.035"	"0.627366"
2057	2125	"474.204"	"0.840391"
2126	2126	"0.0"	"1.0"
14	2127	"-0.00170898"	"0.996193"
1452	2127	"0.981689"	"0.966711"
1039	2127	"162.056"	"0.523562"
1067	2127	"-462.279"	"0.582905"
1108	2127	"-162.055"	"0.525898"
1996	2127	"352.118"	"0.625453"
1082	2128	"-60.0212"	"0.869638"
2059	2128	"-60.0217"	"0.855065"
1434	213	"-370.251"	"0.547958"
1703	213	"-13.9783"	"0.522578"
1128	213	"130.042"	"0.739381"
1192	213	"-15.995"	"0.772354"
2130	2130	"0.0"	"1.0"
13	2131	"3.99469"	"0.914632"
1346	2131	"166.048"	"0.794844"
1618	2131	"194.056"	"0.826682"
2034	2131	"3.99384"	"0.922688"
156	2131	"2.99475"	"0.852998"
1085	2131	"3.99481"	"0.562248"
1063	1101	"152.01"	"0.81676"
1014	1101	"289.58"	"0.671908"
1091	1101	"130.043"	"0.805263"
109	1101	"-146.058"	"0.768059"
1068	1101	"-146.058"	"0.721153"
134	2134	"-20.0657"	"0.659209"
1015	2134	"-148.145"	"0.63908"
1669	2134	"85.0259"	"0.683739"
1159	2134	"100.016"	"0.600116"
209	2134	"-96.0585"	"0.627872"
1449	2134	"100.046"	"0.633661"
1523	2134	"-320.196"	"0.706827"
1489	2134	"31.9906"	"0.654693"
1364	2134	"-112.075"	"0.767858"
1731	2134	"-66.0819"	"0.532824"
1851	2134	"111.977"	"0.572402"
1456	2134	"100.019"	"0.599308"
2017	2134	"-746.895"	"0.564102"
1699	2134	"14.0068"	"0.552168"
182	2134	"-761.902"	"0.659718"
123	2134	"-511.29"	"0.516813"
1436	2134	"-236.139"	"0.707159"
1730	2134	"-82.075"	"0.502828"
1093	2134	"-362.211"	"0.689636"
1244	2134	"-138.103"	"0.567978"
1959	2134	"115.022"	"0.556266"
1052	2134	"-348.189"	"0.679638"
11	2134	"118.022"	"0.604391"
1792	2134	"-322.218"	"0.533026"
1252	2134	"132.04"	"0.814994"
1281	2134	"-65.0718"	"0.648726"
2121	2134	"-150.109"	"0.710017"
1048	2135	"21.9691"	"0.767788"
1285	2135	"-18.9374"	"0.572521"
150	2135	"-31.99"	"0.526443"
1949	2135	"-130.043"	"0.961192"
1000	2135	"-15.9949"	"0.897235"
1980	2135	"-94.0507"	"0.529198"
1306	2135	"-10.0207"	"0.800119"
1130	2135	"-276.101"	"0.598704"
1433	2135	"5.97437"	"0.535592"
141	2135	"-292.074"	"0.576725"
1167	2136	"151.008"	"0.815777"
1924	2136	"-306.086"	"0.554043"
1011	2136	"-306.085"	"0.536141"
1235	2136	"-305.059"	"0.684574"
1807	2136	"145.033"	"0.837788"
1075	2136	"145.034"	"0.840178"
1782	2136	"73.9924"	"0.722067"
1518	2136	"143.02"	"0.58259"
1152	2136	"-305.059"	"0.657145"
1844	2136	"129.039"	"0.68568"
1458	2136	"-1.00323"	"0.961546"
1882	2136	"-305.059"	"0.682654"
1077	2136	"149.988"	"0.703068"
1693	2136	"-306.066"	"0.691839"
1951	2136	"-78.035"	"0.669817"
1428	2136	"-1.00311"	"0.962626"
1666	2136	"-153.048"	"0.697081"
1107	2136	"-7.01263"	"0.530601"
1840	2136	"73.9769"	"0.667531"
1365	2136	"-152.045"	"0.702758"
1237	2136	"-154.057"	"0.575366"
2092	2136	"-1.00281"	"0.940305"
2086	2136	"-305.059"	"0.63186"
1097	2136	"-233.049"	"0.694282"
2012	2136	"-2.03027"	"0.580229"
1556	2136	"-151.042"	"0.674312"
1443	2136	"-78.0515"	"0.523861"
2136	2137	"143.027"	"0.672178"
1666	2137	"-10.0215"	"0.833792"
1473	2137	"141.986"	"0.635789"
1493	2137	"120.019"	"0.643198"
1365	2137	"-9.01764"	"0.829276"
1971	2137	"-178.027"	"0.64863"
1782	2137	"217.019"	"0.590411"
1152	2137	"-162.032"	"0.747792"
1406	2137	"-26.0145"	"0.598996"
1075	2137	"288.061"	"0.693292"
1560	2137	"140.981"	"0.657927"
1556	2137	"-8.01514"	"0.862778"
1237	2137	"-11.0301"	"0.510349"
1428	2137	"142.024"	"0.745315"
1458	2137	"142.024"	"0.752219"
2086	2137	"-162.032"	"0.708009"
1097	2137	"-90.0217"	"0.698171"
2092	2137	"142.024"	"0.776002"
1844	2137	"272.066"	"0.617519"
1167	2137	"294.035"	"0.679222"
1807	2137	"288.06"	"0.681528"
1294	2137	"-10.0217"	"0.619147"
1086	2137	"-178.027"	"0.73706"
1951	2137	"64.992"	"0.57712"
1882	2137	"-162.032"	"0.75694"
1693	2137	"-163.039"	"0.72353"
1107	2137	"136.014"	"0.676749"
1235	2137	"-162.032"	"0.760927"
2042	2137	"-178.026"	"0.563036"
2012	2137	"140.997"	"0.675209"
1077	2137	"293.015"	"0.634241"
2138	2138	"0.0"	"1.0"
2139	2139	"0.0"	"1.0"
137	214	"205.094"	"0.513721"
1950	214	"-9.9483"	"0.646746"
1494	214	"-382.251"	"0.650639"
1331	214	"-13.9778"	"0.637733"
1128	214	"132.058"	"0.751126"
213	214	"2.01642"	"0.853157"
1609	214	"-9.94659"	"0.566068"
1703	214	"-11.9619"	"0.707715"
1113	214	"-316.204"	"0.687586"
1192	214	"-13.9786"	"0.692092"
1434	214	"-368.235"	"0.674093"
1610	214	"-220.164"	"0.62515"
1666	2140	"154.026"	"0.696269"
1882	2140	"2.01624"	"0.970959"
1294	2140	"154.026"	"0.753085"
1428	2140	"306.072"	"0.673868"
1235	2140	"2.01617"	"0.967767"
2092	2140	"306.072"	"0.710528"
1097	2140	"74.0262"	"0.620465"
1152	2140	"2.01605"	"0.95967"
1556	2140	"156.033"	"0.720067"
2086	2140	"2.01624"	"0.952536"
1006	2140	"-150.032"	"0.599205"
1567	2140	"-150.032"	"0.597844"
1924	2140	"0.988403"	"0.621606"
1365	2140	"155.03"	"0.711293"
2137	2140	"164.048"	"0.726061"
2136	2140	"307.075"	"0.66902"
1086	2140	"-13.9792"	"0.910386"
1458	2140	"306.072"	"0.668721"
1693	2140	"1.00897"	"0.980325"
1241	2141	"-124.09"	"0.815735"
1295	2141	"-166.102"	"0.722483"
1743	2141	"92.0137"	"0.595195"
157	2141	"224.056"	"0.598496"
2001	2141	"-74.0883"	"0.55302"
1446	2143	"46.0043"	"0.731106"
1594	2143	"15.9944"	"0.884866"
1071	2143	"15.994"	"0.718196"
1115	2143	"31.9888"	"0.89646"
2145	2145	"0.0"	"1.0"
2146	2146	"0.0"	"1.0"
2095	2148	"90.032"	"0.710439"
1758	2148	"-41.8801"	"0.711384"
1890	2148	"79.9894"	"0.688476"
1708	2148	"-15.9948"	"0.894593"
1649	2148	"104.026"	"0.848196"
1280	2148	"-57.002"	"0.768008"
1115	2148	"-42.0105"	"0.94778"
151	215	"-70.0386"	"0.685407"
1637	215	"-49.0341"	"0.565793"
185	215	"-78.0372"	"0.625707"
199	215	"-70.5424"	"0.645747"
1339	215	"35.0267"	"0.557135"
1072	215	"50.03"	"0.676366"
21	215	"-80.0248"	"0.571971"
1380	215	"78.0437"	"0.572641"
212	215	"-151.066"	"0.598619"
1544	2151	"-166.026"	"0.772178"
1692	2151	"-190.062"	"0.897368"
1009	2151	"-342.073"	"0.788138"
1058	2151	"-30.0092"	"0.994237"
2031	2151	"-152.011"	"0.889211"
1856	2151	"-46.0045"	"0.984551"
115	2151	"-328.058"	"0.792998"
174	2151	"-176.046"	"0.681173"
1251	2152	"27.9949"	"0.622003"
100	2152	"280.131"	"0.76762"
1759	2152	"-2.021"	"0.813785"
1021	2152	"-18.0094"	"0.815685"
1049	2152	"12.0009"	"0.746608"
1591	2152	"-282.144"	"0.546745"
1545	2152	"280.135"	"0.818034"
1181	2153	"23.0451"	"0.622476"
1860	2153	"163.063"	"0.599696"
1707	2153	"46.077"	"0.575949"
1749	2153	"174.053"	"0.654813"
1935	2153	"32.0626"	"0.549737"
1978	2153	"16.0671"	"0.554495"
1220	2153	"326.061"	"0.635219"
2085	2153	"-73.4885"	"0.836833"
155	2153	"22.0419"	"0.608077"
1769	2153	"-152.009"	"0.781293"
1858	2154	"20.5043"	"0.69457"
1762	2156	"84.1143"	"0.872602"
2055	2157	"-45.0016"	"0.519627"
195	2158	"-23.0087"	"0.684704"
1347	216	"-374.609"	"0.524318"
1686	216	"86.9928"	"0.568253"
2014	216	"-446.667"	"0.506866"
1901	216	"-149.554"	"0.713731"
1137	216	"-355.599"	"0.812785"
1370	216	"-227.575"	"0.863082"
1234	216	"65.0197"	"0.903135"
2047	216	"-360.621"	"0.578126"
1208	216	"-203.589"	"0.555128"
1756	216	"-219.566"	"0.571345"
1694	216	"126.52"	"0.51821"
1628	216	"-149.554"	"0.678544"
1872	216	"160.035"	"0.905943"
1502	216	"144.035"	"0.731708"
1925	216	"79.0088"	"0.879502"
189	216	"0.50769"	"0.694296"
1821	216	"142.512"	"0.581962"
1656	216	"-129.534"	"0.595384"
1751	216	"450.118"	"0.883898"
2013	216	"-170.54"	"0.612424"
1199	216	"-178.537"	"0.613632"
1598	216	"152.012"	"0.707322"
1804	216	"581.671"	"0.669395"
1627	216	"-282.58"	"0.773127"
1104	216	"-211.569"	"0.668252"
1472	216	"-284.615"	"0.529382"
139	216	"-290.577"	"0.880112"
1905	216	"-146.55"	"0.816623"
1054	216	"-387.599"	"0.663359"
1125	216	"-130.544"	"0.841848"
1038	216	"239.042"	"0.607544"
2053	216	"-130.068"	"0.554086"
1709	216	"0.00195312"	"0.940049"
1904	216	"-371.605"	"0.802902"
1037	216	"13.9878"	"0.733737"
2018	216	"-177.539"	"0.528202"
181	216	"126.521"	"0.509366"
1732	216	"63.0065"	"0.82963"
1622	216	"-1.00952"	"0.680672"
2028	216	"-149.554"	"0.69223"
1601	216	"-0.506104"	"0.900201"
1163	216	"160.04"	"0.83082"
1259	216	"-379.593"	"0.648073"
1371	216	"160.041"	"0.889876"
1112	216	"-0.00195312"	"0.968902"
1726	216	"-146.55"	"0.81617"
1880	2160	"374.158"	"0.77384"
1753	2160	"-41.0265"	"0.942642"
1346	2160	"-26.0129"	"0.858008"
1602	2160	"-15.9938"	"0.778435"
2125	2160	"-192.061"	"0.902149"
2057	2160	"282.143"	"0.830384"
1410	2160	"-36.9966"	"0.516928"
1101	2161	"-78.0229"	"0.537289"
125	2161	"0.00317383"	"0.701624"
1209	2161	"-78.0229"	"0.522128"
1539	2161	"-15.9928"	"0.685896"
131	2161	"-256.071"	"0.689705"
1315	2161	"-240.076"	"0.553541"
1808	2161	"15.9935"	"0.85085"
119	2162	"15.996"	"0.963232"
1679	2162	"0.00262451"	"0.99994"
2163	2163	"0.0"	"1.0"
129	2165	"154.027"	"0.65933"
1744	2165	"149.994"	"0.508702"
